OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount
9205,2023-03-16,820,83,3,406.12,0.05,1157.442
9206,2024-10-16,1783,120,1,436.15,,436.15
9207,2024-11-22,473,79,3,208.09,0.0,624.27
9208,2024-04-17,1695,54,3,354.75,0.05,1011.0374999999999
9209,2024-01-26,1739,2,4,138.72,,554.88
9210,2023-12-18,112,118,4,133.87,,535.48
9211,2024-02-13,1316,37,4,497.91,0.15,1692.894
9212,2023-07-19,1974,83,1,426.23,,426.23
9213,2024-02-11,1846,97,4,135.54,0.15,460.83599999999996
9214,2023-02-08,1655,103,4,222.37,0.05,845.006
9215,2023-01-11,383,114,3,286.83,0.1,774.441
9216,2023-09-14,17,33,3,16.36,0.15,41.717999999999996
9217,2023-04-28,493,1,1,480.04,0.1,432.036
9218,2023-05-20,1355,103,4,63.3,0.1,227.88
9219,2023-12-01,926,28,2,410.45,,820.9
9220,2024-11-17,1763,17,3,488.21,0.0,1464.6299999999999
9221,2024-04-20,1897,57,2,355.07,0.1,639.126
9222,2024-05-11,1510,70,2,483.68,0.0,967.36
9223,2024-04-17,1430,52,4,19.65,0.15,66.80999999999999
9224,2023-03-11,117,44,2,183.73,0.1,330.714
9225,2023-03-26,1579,84,1,243.46,0.1,219.114
9226,2024-07-15,880,47,1,393.64,0.1,354.276
9227,2024-11-03,115,13,3,330.72,0.0,992.1600000000001
9228,2023-09-06,1819,76,2,370.64,0.15,630.088
9229,2024-03-24,1573,30,1,80.88,0.0,80.88
9230,2023-05-24,814,85,1,423.94,0.05,402.743
9231,2024-04-27,1649,66,2,412.89,0.05,784.491
9232,2023-10-13,1571,53,1,386.77,,386.77
9233,2023-06-15,644,18,2,410.8,0.1,739.44
9234,2023-06-24,1360,28,1,114.66,0.05,108.92699999999999
9235,2023-01-19,336,4,2,78.73,0.05,149.587
9236,2024-09-13,922,42,1,448.58,0.0,448.58
9237,2023-04-13,1913,107,1,478.94,0.15,407.099
9238,2023-07-01,1764,117,1,217.89,0.1,196.101
9239,2023-10-29,147,6,4,229.03,0.1,824.508
9240,2023-05-08,122,102,4,373.08,,1492.32
9241,2024-07-01,81,9,1,252.55,0.15,214.66750000000002
9242,2024-02-05,685,20,4,163.64,0.1,589.1039999999999
9243,2023-06-22,1690,109,2,103.15,0.0,206.3
9244,2023-03-21,662,94,4,21.1,0.1,75.96000000000001
9245,2024-11-18,375,101,3,297.97,0.05,849.2145
9246,2023-01-12,1594,38,3,79.66,0.1,215.082
9247,2024-11-24,63,68,1,430.59,0.05,409.06049999999993
9248,2023-10-07,504,102,4,491.61,0.15,1671.474
9249,2023-06-07,668,50,3,234.29,0.05,667.7265
9250,2024-03-27,449,60,1,66.63,0.15,56.63549999999999
9251,2024-01-02,1452,13,3,295.68,,887.04
9252,2023-07-02,868,119,1,291.2,0.05,276.64
9253,2023-08-10,1451,99,3,75.34,0.15,192.117
9254,2023-02-05,1445,94,3,327.0,0.0,981.0
9255,2024-11-22,1346,42,4,164.87,0.15,560.558
9256,2024-06-29,1937,68,1,424.29,,424.29
9257,2023-08-10,680,25,3,298.08,0.05,849.528
9258,2024-03-28,1190,31,1,222.15,0.0,222.15
9259,2023-02-18,1621,111,4,482.03,0.15,1638.9019999999998
9260,2024-10-12,1981,12,3,250.7,0.05,714.4949999999999
9261,2024-06-19,1673,64,2,444.77,,889.54
9262,2024-10-18,461,79,2,139.51,0.1,251.118
9263,2024-11-09,459,61,2,226.47,,452.94
9264,2024-11-06,1213,53,1,51.11,,51.11
9265,2023-04-16,464,26,4,217.15,0.05,825.17
9266,2024-02-04,912,61,1,448.3,0.05,425.885
9267,2023-11-12,379,10,1,416.44,0.15,353.974
9268,2024-03-30,1026,12,2,488.1,0.0,976.2
9269,2023-02-23,1642,22,4,377.37,,1509.48
9270,2024-09-04,364,104,3,143.03,0.05,407.63550000000004
9271,2023-01-05,72,53,1,88.81,0.05,84.3695
9272,2023-02-19,1451,21,2,97.96,,195.92
9273,2024-01-22,638,35,1,334.08,0.15,283.96799999999996
9274,2023-07-26,1194,71,1,197.3,0.05,187.435
9275,2023-09-13,1229,82,4,212.88,0.1,766.368
9276,2024-01-19,1849,27,3,431.68,0.1,1165.536
9277,2023-09-02,337,60,1,366.07,0.0,366.07
9278,2023-07-24,1496,99,1,112.54,0.15,95.659
9279,2023-04-04,195,47,3,93.84,,281.52
9280,2023-01-17,1694,66,4,412.75,,1651.0
9281,2024-03-07,1012,96,1,477.27,,477.27
9282,2023-01-29,653,15,4,100.72,0.1,362.592
9283,2023-01-15,1299,109,4,476.36,,1905.44
9284,2023-12-12,7,24,1,220.57,0.0,220.57
9285,2023-07-16,905,84,3,453.77,0.1,1225.179
9286,2024-11-27,979,10,1,377.92,0.05,359.024
9287,2024-11-16,566,120,1,453.5,0.15,385.47499999999997
9288,2023-03-06,616,88,2,326.12,0.05,619.6279999999999
9289,2023-08-14,1878,24,3,86.93,0.05,247.75050000000002
9290,2023-04-09,1874,88,2,39.58,0.15,67.286
9291,2024-11-11,573,104,3,317.29,0.15,809.0895
9292,2023-06-21,599,112,1,38.59,,38.59
9293,2023-06-21,770,57,4,125.63,,502.52
9294,2023-02-15,1202,112,2,111.05,0.0,222.1
9295,2024-03-01,242,34,2,219.28,0.15,372.776
9296,2024-06-08,1227,41,2,302.72,0.15,514.624
9297,2023-04-21,1567,40,2,456.47,0.05,867.293
9298,2023-12-01,1825,11,3,468.73,,1406.19
9299,2023-11-27,1486,90,4,491.36,0.0,1965.44
9300,2024-07-29,1104,1,4,384.27,,1537.08
9301,2024-10-03,1547,30,1,461.44,0.15,392.224
9302,2023-07-14,1441,117,1,397.41,0.0,397.41
9303,2024-10-01,766,43,2,456.19,,912.38
9304,2023-08-01,384,82,1,61.05,0.05,57.997499999999995
9305,2024-07-08,391,26,1,481.17,,481.17
9306,2024-02-09,896,53,3,124.94,,374.82
9307,2024-03-14,1823,47,1,288.55,0.0,288.55
9308,2023-05-04,688,120,1,263.25,0.0,263.25
9309,2023-08-26,1150,9,1,286.59,0.1,257.931
9310,2023-08-07,1518,9,4,353.99,0.15,1203.566
9311,2023-04-19,47,1,4,274.4,0.05,1042.7199999999998
9312,2024-01-01,1742,71,1,347.49,,347.49
9313,2023-11-28,1500,44,2,271.85,0.0,543.7
9314,2023-06-27,1973,59,4,15.9,,63.6
9315,2023-01-16,619,56,3,317.41,,952.23
9316,2024-02-16,464,106,3,282.05,,846.1500000000001
9317,2024-10-31,1811,51,3,297.06,,891.1800000000001
9318,2023-11-20,1873,16,1,10.76,0.05,10.222
9319,2023-01-13,123,38,2,239.69,0.05,455.411
9320,2024-02-03,1498,11,3,438.74,0.05,1250.4089999999999
9321,2023-08-06,134,115,2,172.95,0.05,328.60499999999996
9322,2024-04-14,1643,25,3,227.99,0.1,615.5730000000001
9323,2023-08-14,1841,93,2,70.0,0.0,140.0
9324,2023-03-09,841,83,1,230.61,0.15,196.01850000000002
9325,2024-11-04,1586,82,1,203.93,0.15,173.3405
9326,2023-10-13,849,111,3,442.69,0.0,1328.07
9327,2024-10-27,607,59,3,27.37,0.15,69.7935
9328,2024-09-30,1804,29,4,476.1,0.1,1713.96
9329,2024-01-13,23,80,3,292.44,0.0,877.3199999999999
9330,2023-02-14,566,110,4,269.52,0.15,916.3679999999999
9331,2023-03-10,1910,40,4,444.24,,1776.96
9332,2023-08-12,766,8,1,103.59,0.1,93.23100000000001
9333,2024-02-25,965,98,1,112.42,0.15,95.557
9334,2023-11-05,235,6,4,438.47,0.1,1578.4920000000002
9335,2024-09-05,996,45,3,465.43,0.0,1396.29
9336,2024-05-26,1083,109,4,420.53,0.0,1682.12
9337,2023-04-15,1188,53,3,30.22,0.0,90.66
9338,2024-07-03,1795,94,1,329.51,0.15,280.08349999999996
9339,2024-08-05,826,108,3,231.06,0.05,658.5210000000001
9340,2023-06-25,216,98,4,405.83,0.1,1460.988
9341,2023-09-15,1207,21,3,87.49,0.15,223.09949999999998
9342,2023-04-08,1593,116,4,460.96,0.1,1659.456
9343,2024-09-06,657,57,3,174.35,,523.05
9344,2023-11-29,935,76,4,168.38,0.0,673.52
9345,2024-10-08,1114,113,1,97.43,0.0,97.43
9346,2024-02-02,1988,6,4,13.41,0.05,50.958
9347,2024-11-25,311,103,1,163.24,0.0,163.24
9348,2023-05-17,557,63,4,82.68,,330.72
9349,2023-12-07,972,6,4,371.69,0.1,1338.084
9350,2023-06-29,257,53,2,380.75,0.15,647.275
9351,2024-10-12,533,4,2,415.69,0.0,831.38
9352,2023-11-22,1557,117,2,12.67,0.15,21.538999999999998
9353,2024-11-13,52,9,2,182.23,0.05,346.23699999999997
9354,2024-05-08,1362,69,3,12.85,0.0,38.55
9355,2023-03-11,1195,74,1,258.78,0.05,245.84099999999995
9356,2023-12-10,1972,111,1,455.41,0.1,409.869
9357,2023-01-19,1091,72,2,209.87,0.1,377.766
9358,2024-09-15,1649,87,3,438.1,,1314.3000000000002
9359,2024-08-22,300,4,4,474.31,0.0,1897.24
9360,2024-04-04,672,58,4,126.55,0.15,430.27
9361,2024-01-27,778,37,1,14.98,0.0,14.98
9362,2024-06-07,832,71,1,372.39,0.1,335.151
9363,2024-10-17,232,6,3,293.72,0.05,837.1020000000001
9364,2023-08-27,975,109,4,180.1,,720.4
9365,2024-05-30,1861,51,3,190.13,0.15,484.83149999999995
9366,2024-08-24,1092,106,4,49.68,0.05,188.784
9367,2023-01-14,1530,79,2,436.82,0.15,742.5939999999999
9368,2023-08-27,28,99,2,128.61,,257.22
9369,2023-01-22,1973,50,3,57.58,,172.74
9370,2024-09-23,1652,96,1,391.97,0.15,333.1745
9371,2023-05-08,1075,14,3,247.69,0.1,668.7629999999999
9372,2023-11-13,1717,99,3,383.82,0.05,1093.887
9373,2023-08-31,1284,11,4,451.92,0.05,1717.296
9374,2024-03-14,591,10,4,197.24,0.0,788.96
9375,2023-09-07,785,61,4,36.69,0.05,139.422
9376,2024-09-26,620,81,4,134.09,0.1,482.72400000000005
9377,2023-03-23,1987,13,1,35.02,0.1,31.518000000000004
9378,2023-03-03,586,34,1,83.09,0.15,70.62650000000001
9379,2023-05-21,1711,60,2,425.98,0.0,851.96
9380,2024-01-19,1002,109,3,471.3,0.05,1343.205
9381,2024-05-25,184,51,2,341.69,0.05,649.211
9382,2023-10-31,1047,5,4,368.59,,1474.36
9383,2023-07-26,1810,112,3,368.43,0.15,939.4965
9384,2023-06-05,129,74,4,70.44,0.0,281.76
9385,2024-01-20,291,32,3,33.09,0.1,89.34300000000002
9386,2023-07-29,1856,12,1,352.22,0.05,334.60900000000004
9387,2024-10-19,501,52,4,28.33,0.05,107.65399999999998
9388,2023-02-08,186,13,3,407.76,,1223.28
9389,2023-09-01,479,85,3,299.66,,898.98
9390,2024-09-04,1595,112,4,65.62,0.05,249.356
9391,2024-03-30,492,54,1,333.05,0.05,316.3975
9392,2023-12-03,513,117,1,307.09,,307.09
9393,2023-05-18,1667,97,1,194.39,0.1,174.951
9394,2023-10-12,1091,54,3,410.68,0.05,1170.4379999999999
9395,2023-11-22,1829,41,1,159.26,0.15,135.37099999999998
9396,2024-10-21,467,48,3,195.18,0.05,556.2629999999999
9397,2023-02-10,285,51,2,351.35,0.15,597.2950000000001
9398,2024-06-17,601,47,1,378.5,,378.5
9399,2024-02-29,1441,50,4,144.04,0.1,518.544
9400,2024-10-25,1124,118,4,18.23,0.0,72.92
9401,2023-10-23,189,96,4,96.39,0.0,385.56
9402,2023-01-25,989,76,4,138.97,0.0,555.88
9403,2023-08-23,890,46,2,453.45,,906.9
9404,2023-12-06,1882,99,2,447.87,,895.74
9405,2023-12-17,388,100,1,333.74,0.05,317.053
9406,2023-09-06,241,38,1,357.57,0.1,321.813
9407,2023-07-30,1806,112,4,314.41,0.1,1131.8760000000002
9408,2024-07-06,1755,92,4,391.8,0.05,1488.84
9409,2023-02-25,417,13,4,182.09,0.1,655.524
9410,2024-11-11,1942,76,3,277.89,0.1,750.303
9411,2023-09-12,176,22,1,338.62,0.05,321.68899999999996
9412,2023-08-16,387,108,4,239.53,,958.12
9413,2024-09-14,1495,2,4,388.61,0.0,1554.44
9414,2024-01-26,853,93,4,466.97,0.05,1774.486
9415,2024-06-17,1257,77,2,335.26,0.05,636.9939999999999
9416,2023-11-26,663,99,2,46.59,0.0,93.18
9417,2023-07-07,452,13,2,309.02,0.0,618.04
9418,2024-03-28,277,57,3,351.19,0.15,895.5344999999999
9419,2024-10-06,1253,34,3,148.79,0.15,379.4145
9420,2023-01-07,1195,19,1,167.67,0.15,142.5195
9421,2023-03-08,1759,9,4,301.74,,1206.96
9422,2024-05-18,213,116,1,356.49,0.05,338.6655
9423,2023-03-13,1306,95,1,437.0,0.15,371.45
9424,2023-07-17,41,33,2,383.64,,767.28
9425,2023-02-23,1146,27,4,75.65,0.0,302.6
9426,2024-10-11,1251,45,2,180.56,0.15,306.952
9427,2023-05-25,294,2,2,82.9,0.05,157.51
9428,2023-07-29,600,79,4,380.9,0.1,1371.24
9429,2023-05-09,1291,83,1,140.56,,140.56
9430,2023-04-04,541,57,1,70.52,,70.52
9431,2023-06-27,1783,95,2,57.15,0.0,114.3
9432,2024-08-29,1852,57,4,66.1,0.0,264.4
9433,2024-07-16,451,16,1,131.09,0.0,131.09
9434,2023-07-29,1473,107,3,393.35,0.15,1003.0425000000001
9435,2023-08-30,1780,79,1,126.49,0.0,126.49
9436,2024-06-03,1085,6,4,147.87,0.1,532.332
9437,2023-03-22,1526,14,4,441.54,,1766.16
9438,2024-03-12,1171,27,4,226.73,,906.92
9439,2024-04-23,1710,38,2,259.33,0.0,518.66
9440,2023-11-15,1969,19,1,11.33,0.05,10.763499999999999
9441,2023-06-18,790,37,3,50.23,,150.69
9442,2023-07-22,334,107,2,372.89,0.15,633.913
9443,2023-09-08,1905,4,1,173.4,0.05,164.73
9444,2024-03-10,1977,58,4,83.27,0.05,316.426
9445,2023-06-30,891,90,1,220.12,0.1,198.108
9446,2024-09-12,1166,9,4,32.1,0.0,128.4
9447,2023-09-12,44,105,4,357.59,0.15,1215.8059999999998
9448,2023-11-07,144,113,1,49.29,0.05,46.8255
9449,2023-10-20,1889,40,1,36.89,0.05,35.0455
9450,2024-08-13,333,15,3,215.65,0.0,646.95
9451,2024-04-04,998,105,1,297.67,0.15,253.0195
9452,2024-10-12,1521,101,1,384.31,0.0,384.31
9453,2023-07-26,1420,4,2,44.77,0.15,76.10900000000001
9454,2023-10-06,55,90,4,174.06,0.0,696.24
9455,2024-05-07,1331,52,4,141.6,0.0,566.4
9456,2023-03-23,870,18,3,374.44,0.0,1123.32
9457,2024-01-04,1447,105,2,191.02,0.1,343.836
9458,2024-02-12,1441,53,3,317.65,0.0,952.9499999999999
9459,2024-01-22,1697,59,1,249.8,0.05,237.31
9460,2023-06-21,797,99,3,289.13,0.1,780.651
9461,2024-04-27,325,54,4,189.16,0.0,756.64
9462,2024-03-27,1734,41,2,127.24,0.15,216.308
9463,2024-03-08,1695,105,1,39.27,,39.27
9464,2024-06-01,80,60,2,95.0,0.1,171.0
9465,2024-09-16,1055,93,2,94.57,0.15,160.76899999999998
9466,2024-03-19,985,117,3,468.07,0.1,1263.789
9467,2023-06-09,1136,88,1,469.32,0.15,398.92199999999997
9468,2024-05-08,558,4,2,135.34,0.05,257.146
9469,2023-01-21,865,85,2,61.76,0.15,104.99199999999999
9470,2024-01-26,717,39,3,148.04,0.05,421.914
9471,2024-03-13,1588,7,2,400.26,0.15,680.442
9472,2023-03-27,1674,23,4,436.68,0.1,1572.048
9473,2023-11-04,472,104,4,255.54,,1022.16
9474,2024-09-01,74,85,1,274.66,0.1,247.19400000000002
9475,2024-07-04,1577,63,1,234.76,0.05,223.022
9476,2023-06-06,1503,65,3,99.57,0.15,253.90349999999998
9477,2024-07-20,589,41,2,34.39,0.15,58.463
9478,2023-06-29,1411,89,3,314.48,0.15,801.924
9479,2023-09-21,1723,95,3,401.38,,1204.1399999999999
9480,2024-01-25,1906,119,4,377.18,0.1,1357.848
9481,2024-04-19,564,44,2,451.14,0.1,812.052
9482,2023-11-10,1954,102,4,408.69,0.15,1389.546
9483,2024-04-09,1457,45,4,150.91,0.15,513.0939999999999
9484,2023-10-18,1436,69,1,67.24,0.15,57.153999999999996
9485,2024-01-20,467,117,3,221.06,0.1,596.8620000000001
9486,2024-07-29,599,95,4,180.67,,722.68
9487,2024-09-12,1645,51,1,367.01,0.15,311.95849999999996
9488,2024-05-07,992,65,1,43.31,0.15,36.8135
9489,2023-03-15,1933,54,2,472.07,,944.14
9490,2023-12-08,737,56,2,479.01,,958.02
9491,2023-05-20,994,94,4,53.29,0.15,181.18599999999998
9492,2024-04-25,248,82,1,222.64,0.05,211.50799999999998
9493,2023-07-20,1605,72,1,450.58,,450.58
9494,2023-06-08,1144,120,1,101.77,,101.77
9495,2023-07-14,67,90,3,349.18,0.1,942.786
9496,2023-01-05,573,40,1,358.49,0.0,358.49
9497,2023-01-14,1980,58,3,124.46,0.15,317.373
9498,2024-05-27,1351,15,2,13.02,0.0,26.04
9499,2024-01-19,1944,19,4,335.59,0.0,1342.36
9500,2024-05-18,703,10,2,312.46,0.15,531.1819999999999
9501,2024-02-19,470,88,4,328.36,0.1,1182.096
9502,2024-03-01,493,16,1,86.66,,86.66
9503,2024-02-09,1725,43,4,305.83,0.1,1100.988
9504,2024-01-18,663,31,4,275.42,0.1,991.5120000000001
9505,2024-01-29,286,108,2,231.75,0.15,393.97499999999997
9506,2024-05-16,1980,16,4,390.69,0.05,1484.6219999999998
9507,2023-11-12,1938,80,1,200.27,,200.27
9508,2024-10-18,1632,28,3,183.1,,549.3
9509,2024-08-25,312,62,1,275.09,0.15,233.82649999999998
9510,2023-03-14,309,20,4,472.65,0.05,1796.07
9511,2024-02-23,775,35,2,178.69,0.05,339.51099999999997
9512,2023-02-09,1121,59,1,228.21,0.0,228.21
9513,2023-05-08,965,9,4,140.5,0.0,562.0
9514,2024-01-30,1137,104,2,343.01,0.1,617.418
9515,2024-08-02,1661,10,3,188.4,,565.2
9516,2023-06-16,456,45,2,349.42,,698.84
9517,2023-07-18,1487,82,4,81.4,,325.6
9518,2024-03-22,1972,109,2,139.24,0.1,250.63200000000003
9519,2023-09-19,132,109,4,111.09,0.05,422.142
9520,2023-12-23,930,15,2,390.93,0.05,742.7669999999999
9521,2024-06-05,965,109,2,53.89,,107.78
9522,2024-05-15,929,30,2,133.45,0.05,253.55499999999998
9523,2024-10-12,121,48,4,258.62,,1034.48
9524,2024-01-13,1221,96,2,53.03,0.05,100.75699999999999
9525,2023-03-01,1830,40,4,15.42,0.15,52.428
9526,2024-10-28,1506,91,1,348.66,0.0,348.66
9527,2024-01-30,634,91,3,310.65,0.15,792.1574999999999
9528,2024-03-10,1818,83,1,14.12,0.0,14.12
9529,2023-09-10,897,74,3,33.78,0.05,96.273
9530,2023-09-06,772,44,4,117.49,0.15,399.46599999999995
9531,2024-05-04,1063,46,1,454.03,,454.03
9532,2023-02-05,566,6,3,329.84,0.15,841.092
9533,2024-01-06,512,117,3,404.45,0.05,1152.6825
9534,2024-10-08,1498,24,1,382.14,0.05,363.03299999999996
9535,2024-11-23,1185,73,1,491.68,0.0,491.68
9536,2023-01-29,289,91,4,475.58,0.15,1616.972
9537,2024-11-12,200,7,3,42.98,0.05,122.493
9538,2024-10-22,1812,6,4,21.12,0.15,71.808
9539,2023-06-01,528,118,4,253.56,0.1,912.816
9540,2023-09-25,917,33,2,143.15,0.05,271.985
9541,2024-09-11,1709,85,4,257.24,0.0,1028.96
9542,2024-04-11,1527,110,3,54.43,0.0,163.29
9543,2024-11-28,1272,120,2,455.34,,910.68
9544,2023-05-31,1407,38,4,389.31,0.05,1479.378
9545,2023-09-18,1242,44,4,280.54,,1122.16
9546,2023-09-11,1111,17,3,237.88,0.0,713.64
9547,2024-09-08,1106,31,2,239.56,0.05,455.164
9548,2024-08-15,1086,37,1,312.07,0.1,280.863
9549,2024-11-09,799,11,1,277.22,0.15,235.63700000000003
9550,2023-06-15,1524,92,2,246.3,0.05,467.97
9551,2023-01-13,1066,5,2,342.84,,685.68
9552,2023-04-30,12,64,2,384.84,0.05,731.1959999999999
9553,2023-04-05,833,76,2,325.05,0.0,650.1
9554,2024-10-21,1770,3,1,201.78,0.0,201.78
9555,2024-01-29,841,56,4,213.02,0.0,852.08
9556,2024-02-12,643,63,3,58.28,0.15,148.614
9557,2024-08-23,1139,105,1,213.13,0.05,202.47349999999997
9558,2023-03-24,1242,38,3,395.04,0.0,1185.1200000000001
9559,2024-06-14,1673,54,1,42.57,0.0,42.57
9560,2023-07-13,106,2,2,96.0,0.1,172.8
9561,2024-03-09,691,90,1,422.88,0.0,422.88
9562,2023-06-19,528,2,1,288.29,,288.29
9563,2024-03-13,1496,118,2,338.89,0.0,677.78
9564,2023-09-16,1778,12,4,167.56,,670.24
9565,2023-11-06,846,40,2,249.51,0.15,424.167
9566,2024-05-27,893,2,4,383.17,0.15,1302.778
9567,2024-06-29,387,105,1,439.26,0.05,417.29699999999997
9568,2024-11-05,1250,80,1,487.36,0.1,438.624
9569,2024-01-27,481,94,3,427.0,0.05,1216.95
9570,2024-08-23,1778,57,3,43.07,0.0,129.21
9571,2023-11-12,408,47,1,178.24,0.15,151.504
9572,2024-02-26,1481,110,3,376.96,,1130.8799999999999
9573,2023-04-02,1677,116,4,214.8,0.05,816.24
9574,2023-04-22,898,36,2,223.82,0.15,380.49399999999997
9575,2024-10-13,711,4,1,399.21,,399.21
9576,2024-08-09,1648,75,1,418.38,,418.38
9577,2023-12-19,639,117,3,397.79,0.0,1193.3700000000001
9578,2023-05-27,1045,24,1,183.77,0.05,174.5815
9579,2023-10-03,1683,82,1,121.73,,121.73
9580,2023-08-03,1625,91,4,185.78,0.15,631.652
9581,2024-02-12,815,101,4,353.68,0.05,1343.984
9582,2023-11-12,918,62,2,188.71,0.0,377.42
9583,2023-01-07,203,2,1,37.14,0.0,37.14
9584,2023-06-22,417,15,3,402.37,0.15,1026.0435
9585,2024-05-18,416,75,2,41.08,,82.16
9586,2023-01-02,1472,91,3,498.11,0.0,1494.33
9587,2023-04-10,1536,120,1,432.17,0.0,432.17
9588,2023-03-13,85,49,3,478.61,,1435.83
9589,2024-03-03,167,112,3,418.3,,1254.9
9590,2024-06-21,384,111,2,59.52,,119.04
9591,2024-03-02,468,87,1,215.19,0.1,193.671
9592,2024-11-01,1096,35,2,454.89,0.1,818.802
9593,2023-10-23,810,116,1,54.53,,54.53
9594,2024-03-17,997,94,4,159.57,,638.28
9595,2023-06-24,1545,47,2,238.88,0.15,406.096
9596,2023-06-30,1817,24,1,230.46,0.0,230.46
9597,2024-01-19,473,83,4,472.51,0.05,1795.5379999999998
9598,2023-07-10,993,60,4,203.61,0.1,732.9960000000001
9599,2023-05-18,1282,93,4,127.09,0.1,457.524
9600,2023-07-22,275,77,2,228.02,,456.04
9601,2024-05-13,1774,48,4,204.04,,816.16
9602,2023-07-06,1044,23,1,315.42,,315.42
9603,2024-05-29,1514,12,2,497.13,0.05,944.5469999999999
9604,2023-04-23,1769,113,3,280.19,0.1,756.5129999999999
9605,2024-04-06,490,112,4,236.49,0.05,898.662
9606,2024-08-03,1757,41,2,300.99,0.0,601.98
9607,2023-08-06,326,29,3,490.1,0.05,1396.785
9608,2023-07-10,529,70,2,316.15,0.15,537.4549999999999
9609,2023-07-25,892,51,4,70.24,0.1,252.86399999999998
9610,2023-03-02,89,23,4,457.22,0.05,1737.436
9611,2023-07-07,486,31,3,299.5,0.1,808.65
9612,2023-07-16,708,109,1,87.47,,87.47
9613,2023-09-23,350,21,4,122.94,0.05,467.17199999999997
9614,2024-02-23,1108,24,3,,0.1,186.46200000000002
9615,2024-03-27,387,72,4,480.77,0.05,1826.926
9616,2024-10-03,87,108,1,44.72,0.05,42.483999999999995
9617,2024-10-01,307,9,3,384.57,0.05,1096.0245
9618,2023-04-22,1874,22,1,175.45,0.15,149.1325
9619,2024-10-13,1178,4,4,49.75,0.15,169.15
9620,2023-06-20,440,77,3,222.59,0.05,634.3815
9621,2023-03-23,740,98,2,10.13,0.05,19.247
9622,2023-10-28,1984,3,1,410.46,0.1,369.414
9623,2023-03-29,264,101,4,275.54,,1102.16
9624,2024-01-22,977,120,4,231.36,0.0,925.44
9625,2023-05-08,735,28,1,416.32,,416.32
9626,2023-10-11,421,90,3,264.47,0.1,714.0690000000001
9627,2023-03-07,493,114,2,301.7,0.15,512.89
9628,2023-12-17,633,117,4,409.26,0.1,1473.336
9629,2023-01-31,993,110,1,363.08,0.1,326.772
9630,2024-08-22,411,98,1,332.93,0.0,332.93
9631,2023-08-29,173,15,2,355.03,,710.06
9632,2024-05-04,4,8,2,138.86,0.15,236.062
9633,2024-05-11,854,48,4,67.45,0.1,242.82000000000002
9634,2024-11-19,1664,99,2,315.11,0.0,630.22
9635,2023-04-14,986,88,1,119.77,0.1,107.79299999999999
9636,2023-01-10,1496,116,3,33.33,0.1,89.991
9637,2023-03-04,1134,52,3,134.62,,403.86
9638,2023-09-30,1891,55,1,362.93,,362.93
9639,2023-01-08,1061,37,1,357.13,0.0,357.13
9640,2024-11-12,583,4,1,452.6,0.1,407.34000000000003
9641,2024-08-19,1825,55,4,340.86,0.1,1227.096
9642,2023-02-12,1055,12,1,225.47,0.1,202.923
9643,2023-04-10,1975,19,2,137.64,0.05,261.51599999999996
9644,2023-08-05,381,79,1,381.62,0.05,362.539
9645,2024-06-18,1292,57,1,211.87,0.1,190.68300000000002
9646,2023-01-08,1035,94,4,409.59,,1638.36
9647,2024-01-20,344,109,1,427.3,0.0,427.3
9648,2024-09-09,1864,37,2,182.27,,364.54
9649,2024-06-16,1568,76,2,178.47,0.0,356.94
9650,2023-09-30,1593,83,2,457.68,0.15,778.056
9651,2024-05-12,166,98,1,204.66,0.1,184.194
9652,2024-04-29,700,7,4,356.33,0.1,1282.788
9653,2023-12-12,342,92,4,195.13,0.05,741.4939999999999
9654,2024-09-10,1506,55,4,368.33,0.15,1252.322
9655,2024-03-15,1043,28,2,95.06,0.05,180.614
9656,2023-12-11,1652,93,4,419.58,,1678.32
9657,2024-01-15,980,37,1,491.75,0.05,467.16249999999997
9658,2024-11-29,1208,84,1,385.23,0.0,385.23
9659,2023-12-18,1806,61,3,185.97,0.1,502.11899999999997
9660,2023-11-19,545,75,2,282.05,,564.1
9661,2023-09-03,1034,114,3,338.1,0.15,862.1550000000001
9662,2024-01-05,1616,114,3,104.51,0.1,282.177
9663,2024-11-12,192,39,2,148.62,,297.24
9664,2024-02-13,320,106,2,402.87,0.15,684.879
9665,2024-01-23,1726,23,3,473.19,0.0,1419.57
9666,2024-09-17,580,52,1,143.42,0.0,143.42
9667,2023-02-28,475,110,3,82.32,0.15,209.91599999999997
9668,2023-12-31,1884,84,2,490.99,0.1,883.782
9669,2023-12-05,637,84,1,166.78,0.0,166.78
9670,2023-04-13,427,11,3,391.45,,1174.35
9671,2023-01-04,1872,66,3,195.72,0.1,528.444
9672,2024-04-12,1083,13,3,475.05,0.15,1211.3775
9673,2024-02-16,1460,77,2,303.77,0.0,607.54
9674,2023-05-23,97,41,3,213.41,0.0,640.23
9675,2023-01-27,496,49,2,97.38,0.05,185.022
9676,2024-09-08,1811,15,1,135.23,0.05,128.46849999999998
9677,2023-05-06,661,56,4,429.91,0.1,1547.6760000000002
9678,2024-06-27,1302,54,1,37.9,0.1,34.11
9679,2023-10-14,1289,31,3,86.85,0.15,221.46749999999994
9680,2023-09-12,9,61,2,104.39,0.15,177.463
9681,2024-01-13,457,58,3,44.63,0.15,113.80650000000001
9682,2024-04-07,1819,87,1,345.96,0.05,328.662
9683,2024-09-25,273,60,4,490.82,0.0,1963.28
